ccd8fe1c126c9053b3a48d368de5c6d1	Nichiren Shū	Main Nichiren denomination balancing tradition with modern adaptation.
9d92a66dc2e468789ed47b9a0ab6b0a9	Pure Land Buddhism	Devotional schools emphasizing Amitabha Buddha and Western Paradise.
f5f56a8cf82c3cc247498027f8c64f7d	Jōdo Shinshū	"True Pure Land" teaching salvation through faith alone, not works.
506f7fb7266f40bed643efde959dc26b	Honganji-ha	Larger Jōdo Shinshū branch with headquarters in Kyoto's Nishi Honganji.
fd2332870694742c92274665e833a9df	Ōtani-ha	Jōdo Shinshū branch based at Higashi Honganji with distinct lineage.
748748cae1358b523c09d1cb8344e055	Ohigashi	Minor Pure Land school with unique ritual and organizational traditions.
8526eb687b11aaf1bfbbd3f7cff63c4a	Yuzu Nembutsu	School teaching interpenetration of merit from collective chanting.
2bd988471c330d75c5ed8dbc2dc2a806	Seizan	Jōdo-shū branch emphasizing scholarly study alongside nembutsu practice.
7c838007c99c8dde9b8321665a47774f	Jōdo-shū	Pure Land school teaching Buddha-invocation with self-effort and grace.
a35b54a2f518a1cdd92632e3f376db41	Chinzei	Main Jōdo-shū branch following Honen's disciple Benchō's interpretation.
7657ff791ea9cf65a635dc95eba62682	Yogācāra	"Mind-only" philosophy teaching consciousness transformation and idealism.
f1770269ed4c571c31f5237959b12d68	East Asian Yogācāra	Chinese/Japanese schools adapting Yogacara consciousness teachings.
3ded11a7b6715fd030733b0ad54c7cb8	Nikaya Buddhism (also called "Hinayana")	Early schools preserving Pali canon and monastic discipline.
a707d6d517c67e821f6b509af799649e	Theravada	"Way of Elders" emphasizing individual liberation through meditation.
cab66e5fa1f60d3095e1dfff148aae74	Sangharaj Nikaya	Bangladeshi order led by chief monk with state recognition.
e94f3fe7f44bb960518ce91799551f9c	Mahasthabir Nikaya	Progressive Bangladeshi order emphasizing education and social reform.
b3768d8d0caf033cb9c9ef1d4ea64be4	Dwara Nikaya	Minor Bangladeshi order with distinct ordination lineage.
c289f5c19f67535f349372ca06228cfd	Shwegyin Nikaya	Burmese reform order emphasizing strict discipline and scholarship.
51fe83a17b0e85b4d65927e70e357d08	Thudhamma Nikaya	Largest Burmese order balancing tradition with accessibility.
5da8927ff7d6b96aa2f314a24a9dd579	Amarapura–Rāmañña Nikāya	Sri Lankan reform order emphasizing strict Vinaya observance.
0b0998f1f82d82fb842748a11b7d0e0c	Galduwa Forest Tradition	Sri Lankan meditation lineage focusing on intensive retreat practice.
4662703911dbd21bf7b852a73cce00d9	Siam Nikaya	Elite Sri Lankan order historically restricted to high-caste members.
9c505b89615fea864d37988def30f048	Sri Lankan Forest Tradition	Ascetic lineage emphasizing meditation in wilderness settings.
439e9a088beb0aac7f06e45ffd2841ec	Dhammayuttika Nikaya	Thai royal order emphasizing strict Vinaya and scholarly precision.
de70fbeb08d3347e85b0f71bd44cca06	Thai Forest Tradition	Ascetic movement emphasizing meditation and renunciate simplicity.
ff453121db5123928209604d46493822	Maha Nikaya (Thailand)	Majority Thai order accommodating diverse regional and practice styles.
52ba5f7a99c85ef3d8493b83379c8cb5	Dhammakaya Movement	Modern Thai movement teaching meditation and prosperity doctrine.
4f7099cb37aebf05d46a5336155804ae	Vipassana movement (United States)	Western insight meditation adapted from Theravada sources.
b5dcdbb9e93b3d137355940b812e7ec8	Vajrayana	"Diamond Vehicle" using tantric methods for rapid enlightenment.
99f6043e39d91cdc8e8c69d029bfff6b	Azhaliism	Naga tribal Buddhism integrating indigenous animist practices.
34d4c7d67764069662dd7a5eba094af8	Bongthingism	Lepcha religion combining animism, shamanism, and Buddhist influences.
9009801e002f83d4429d65fa3eb9de06	Chinese Esoteric Buddhism	Tang dynasty tantric school with mandalas and ritual practices.
30aac4838313767370dbaf17c023da7e	Newar Buddhism	Nepalese Vajrayana blending caste system with Buddhist tantras.
40b480686fe598c5e5b249c8c61f2b5d	Indonesian Esoteric Buddhism	Historical tantric tradition influencing Javanese culture.
613d1ab12359955281a697c67c653ab8	Shingon Buddhism	Japanese esoteric school teaching cosmic Buddha and ritual practice.
3377532dc9e1ef5865d6299cdb114709	Tachikawa-ryū	Controversial tantric sect allegedly using sexual practices.
2b4e25ba0b6600c7a175650f277ca49a	Southern Esoteric Buddhism	Southeast Asian tantric practices blended with Theravada.
8e9d4fa6bec80e6dcee6b19de7675049	Tibetan Buddhism	Himalayan tradition integrating monasticism with tantric yoga.
cc2d01bf88373e40c78a838330c4f92f	Bon (syncretic)	Pre-Buddhist Tibetan religion later absorbing Buddhist elements.
9517957f019f09f34e8fa276bddcdce7	Gelug	"Yellow Hat" reform order emphasizing scholasticism and monastic discipline.
c37d61c4dee98a52046a0a24d049b08a	Yellow Shamanism (syncretic)	Mongolian practice blending Buddhism with shamanic elements.
fb7983fd14860e312c41b9e4d0b8c20e	Kagyu	"Oral Lineage" emphasizing meditation and tantric transmission.
d04f5f59e902d520b216c21249a4157f	Dagpo Kagyu	Main Kagyu branch descended from Gampopa's teachings and disciples.
c3ef0579164f2cf9aa89432ceb3ee40a	Karma Kagyu	Major Kagyu school with reincarnating Karmapa leadership system.
977b04ae8b55322a23e1f1bc21e64da0	Drukpa Kagyu	Bhutanese state religion teaching Mahamudra and Six Yogas of Naropa.
9e84031e6e50307f3cc4334faf9b379c	Shangpa Kagyu	Independent lineage with distinct dakini transmission and practices.
fc748a7d6e55e2a5bb9f0c6bcc458c15	Nyingma	"Ancient" school preserving earliest Tibetan tantric teachings.
860123fa5c23382a0fd3a3505702012b	Sakya	Aristocratic school balancing scholarship with Lamdre tantric path.
1a1fe448fed6f59c4a36641982aa7490	Jonang	School teaching "empty of other" doctrine and Kalachakra tantra.
c23d4049a27bf8d4e1eaa847d0c12f6b	Bodongpa	Small Tibetan school with unique philosophical and tantric teachings.
1058db5f727d9652a2fd893a1c41a7ce	Navayana	Ambedkar's "New Vehicle" rejecting caste and emphasizing social justice.
91ee009a2ca8aa8b9f15a31a75c8ee64	Dharmic philosophy schools	Classical Indian systems exploring knowledge, reality, and liberation.
b3a3287f27f844ec134775f58ccb5891	Āstika (Orthodox schools)	Hindu philosophies accepting Vedic authority as valid knowledge source.
04431b5cb80a294330bae95299e09989	Nyaya	Logic and epistemology school analyzing valid means of knowledge.
7f755bcedd9dcd828df62b6fccf7cd93	Mimamsa	Ritual interpretation school analyzing Vedic commands and dharma.
13e2ae60c7fdedd921e2b4136e4f3de4	Samkhya	Dualistic philosophy distinguishing consciousness from matter.
dba86b6d1af2e299064392bc8436fbed	Vaisheshika	Atomistic physics school categorizing reality into substances.
31f27183bdec089b6808c0ec19a0bb0a	Vedanta	"End of Vedas" interpreting Upanishads on Brahman, self, and liberation.
2ad7856fe6bd24e57ccf6572a1e71713	Advaita Vedanta	Non-dualist school teaching ultimate reality as singular consciousness.
0352ce8daa4e706b449f72e1e3d8123b	Akshar-Purushottam Darshan	Swaminarayan philosophy teaching distinct soul and supreme deity.
15a48121de7328eb958ac4b7a648526b	Bhedabheda	"Difference and non-difference" teaching paradoxical unity-diversity.
87dc2c26809f6a5d39ae8368297b79f7	Achintya Bheda Abheda	Gaudiya teaching inconceivable simultaneous oneness and difference.
0363a40efb71c213459b04afc420ff48	Dvaitadvaita	Nimbarka's philosophy teaching non-dual dualism of soul and God.
91e9985ef7fb541aea052f4842e6e84a	Dvaita Vedanta	Madhva's dualist school teaching eternal distinction between souls.
07304b3fee5ada8d0dd2556b112ff7a3	Pratyabhijna	Kashmir Shaiva "recognition" philosophy of self-realization.
f5d96d998f2c5088d45ae69f794f474e	Shaiva Siddhanta	Dualistic Shaivaism teaching three eternal principles and liberation.
bf78043824e3c40e377813d0187d3a40	Shiva Advaita	Non-dualist Shaivism teaching Shiva as ultimate reality.
74e40bf96d84c67545193d24eeb87abb	Shuddhadvaita	Vallabha's "pure non-dualism" teaching Krishna as sole reality.
887319ca843ff94de83c21bd9a13bde8	Vishishtadvaita	Ramanuja's "qualified non-dualism" teaching unity with distinctions.
bfbc0a3125cd1e3a2bfc1ea3239dbb92	Yoga (philosophy)	Patanjali's system of eight-limbed meditation and mental discipline.
5d95c8342b63dfd0e04038537bf49bb2	Nāstika (Heterodox schools)	Indian philosophies rejecting Vedic authority as valid knowledge source.
0cc0b9851052fce028301384c3fa85cc	Ajivika	Fatalist school teaching determinism and denial of free will.
da313e5563bbf3292e9d97e078c771e2	Ajñana	Skeptical school suspending judgment on metaphysical questions.
6ce7e78a0c5941f29c716528ed9bf0c8	Akiriya	Non-action philosophy denying moral causation and karmic consequences.
937de6a58ffed5d3ac6dd5afa7783212	Buddhism	Tradition teaching impermanence, non-self, and middle path to nirvana.
b573df90daed1fbcfcf8c002b9813c99	Charvaka	Materialist philosophy rejecting afterlife and promoting sensory pleasure.
7d11d9fc2d0f549b6077f3399616b6fe	Jainism	Ascetic tradition teaching non-violence and soul purification.
546db87dbaca96f091193edd984f9983	Sassatavada	Eternalist view teaching permanent unchanging self or essence.
c27f368737e6cb5176a572316142e001	Hinduism	Diverse traditions sharing sacred texts, karma, and cyclical cosmology.
de559d8e323fe16fa3b38d3a8e1ebf09	Ganapatya	Tradition worshiping Ganesha as supreme deity.
cd9401a913f9d9157d0755a8e66d792a	Halumatha	Regional movement venerating local deity with folk practices.
9b1bd65116b2c3ebcae503f820ef0fa6	Sant Mat	North Indian devotional movement teaching inner spiritual path.
f34dc589818b6b8c60eed31f32a8b530	Dadupanth	Rajasthani sect following Dadu Dayal's teachings on formless God.
e80517c85b776460178e9b6d49ff5d8a	Kabir panth	Movement following poet-saint Kabir's syncretic devotional teachings.
739ab263ea44326847108284d0a3c044	Ravidassia religion	Dalit movement following saint Ravidas rejecting caste hierarchy.
f8c473ea98d04e95e9824d1513d9be70	Sadh	Mystic tradition teaching direct divine experience beyond ritual.
dea1de8aa786731bfb4e03250bb5aa98	Satya Mahima Dharma	Odishan monotheistic reform movement rejecting idol worship.
5c2905d43735a178d5efea0085fbbd37	Shaivism	Traditions worshiping Shiva as supreme deity and cosmic principle.
11798c9129d2a94bfa4a5639642c80a6	Aghori	Extreme ascetics using transgressive practices to transcend dualities.
fc1ff2da9d393bcb98438c7b3a2a353e	Kapalika	Historical skull-bearing tantric sect with antinomian rituals.
a6208c263f58c8de96d92f9ebdf231a2	Kashmir Shaivism	Non-dualist tradition teaching consciousness as ultimate reality.
d50b18aa957f5758444830b531413526	Kaumaram	Tradition worshiping Kartikeya/Murugan as supreme deity.
e6f357ff68cfbfbe2b9250dd64e4ab04	Nath	Yogic tradition emphasizing Hatha yoga and body transformation.
f56a35bc7ff82b77203b1677d2b49d7f	Adinath Sampradaya	Nath lineage tracing to Matsyendranath and tantric practices.
b49570d3e93982e767cd221887419ef7	Inchegeri Sampradaya	Modern Nath revival emphasizing meditation and householder life.
b1e562fd82aeb16caf91b4a1b43e0a40	Pashupata Shaivism	Ancient ascetic order worshiping Shiva as Lord of Beasts.
14055ce231faa995b4fa6214dbfa080e	Shaiva Siddhanta	Southern dualistic tradition teaching souls' union with Shiva.
7df050b591b6087a8a24412ecb830c52	Veerashaivism	Devotional movement emphasizing personal Shiva-linga and equality.
24c2a91ca4879484c626900fe48b3112	Lingayatism	South Indian Shaiva reform rejecting caste and Vedic authority.
13bff5c010fd906fdc79d469e3d5fbf5	Shaktism	Goddess-centered traditions worshiping divine feminine power.
2c4e0c11435c5155524ffe663b05e718	Caribbean Shaktism	Indo-Caribbean adaptation maintaining goddess worship traditions.
82ed2e0018abeacba69f74ea5b2dccf9	Srikula	Tantric tradition worshiping Lalita Tripurasundari as supreme goddess.
304b992d355d738288786b6819ee85dc	Smartism	Orthodox tradition worshiping five deities with Advaita philosophy.
0f4c557706f6667d84f19175e29748dc	Śrauta	Conservative Vedic ritualism maintaining ancient fire sacrifices.
5b6b7ed90ec508cfa3d377d68fb01115	Tantra	Esoteric practices using ritual, yoga, and transgression for liberation.
a53e87423170a568e3453ab5fea13f66	Kaula	Non-dualist tantric tradition emphasizing divine feminine and sexual ritual.
6d805a385ace9c035cc58be44bb0079e	Newar Hinduism	Nepalese Hinduism blending Vedic, tantric, and Buddhist elements.
b6aefc76df333ca74207401db7972276	Vaishnavism/Krishnaism	Traditions worshiping Vishnu/Krishna as supreme deity.
26602dc2406a36c8e791e92c2870e731	Balmikism	North Indian movement venerating sage Valmiki as divine figure.
74a93958dd5450ca4ed97dd36ba38b0b	Bhagavata tradition	Ancient devotional movement centered on Krishna worship.
7d6b0f384cfe565ce46b2e9fb0db6aa7	Brahma Sampradaya	Vaishnava lineage founded by Madhvacharya teaching dualism.
914d4e086ba4135cfbe6c42a3b383e6f	Madhva tradition	Dualist school teaching eternal distinction between God and souls.
83b9e8d5a908b843fa9b564318010ff0	Gaudiya Vaishnavism	Bengali tradition emphasizing passionate devotion to Radha-Krishna.
dbd4a3fe15671d535415a01002293365	Manipuri Vaishnavism	Northeastern adaptation integrating local culture with Krishna bhakti.
b9a71fd3bd6d9b6b05864b4b48f0f48e	Haridasa	South Indian devotional movement through song and poetry.
fdd038391d6a217545b91971372d7840	Ekasarana Dharma	Assamese tradition teaching single-minded surrender to Krishna.
6da361da8f2942799ff92ff923d1cc85	Kapadi Sampradaya	Rare Vaishnava lineage with distinct theological teachings.
7d28a5aa47761767f78e9181b9a5cb6e	Mahanubhava	Maharashtrian sect teaching Krishna as sole supreme reality.
50848c6f1d5c8dc72c2352c6cc61d78c	Nimbarka Sampradaya	Lineage teaching devotion to Radha-Krishna and dual non-dualism.
74c1af0e3772ff276f1d85310bc087c1	Pranami/Pranami Sampraday	Syncretic tradition blending Vaishnavism with Islamic elements.
40997fbd5032a7b0efad36b91f046572	Radha Vallabh Sampradaya	Lineage emphasizing Radha as supreme, with Krishna as her consort.
154ac977c725035fdb54114cec60ae60	Ramsnehi Sampradaya	Rajasthani tradition teaching devotion to formless Ram beyond idolatry.
8fa745072808dac42b8417738dca9334	Rudra Sampradaya	Vaishnava lineage descended from Shiva teaching devotion and philosophy.
7564efcf8423eb67a29b9fbabcea6726	Pushtimarg	"Path of Grace" teaching complete surrender to Krishna's divine will.
153dbec74e9eae08327bbdf9327e7bb6	Sri Vaishnavism	South Indian tradition worshiping Vishnu-Lakshmi with temple ritual.
03d8ef93faae0535f35428052a1dff6e	Ramanandi Sampradaya	North Indian sect worshiping Rama and emphasizing accessibility.
5f9ec1d188805abd0e6072b90d01a2d7	Thenkalais	"Southern culture" Sri Vaishnava branch emphasizing Tamil traditions.
a3d1af5c38a7fa91b21986a2ba43ff92	Manavala Mamunigal Sabha	Thenkalai sub-group following particular interpretations and practices.
6f5de0c7c6a5ee7010b81dc28ac6db84	Vaishnava-Sahajiya	Bengali tantric tradition teaching ritual union with Krishna.
cea29109e34cb557abe0b068b20ff895	Warkari	Maharashtrian pilgrimage tradition venerating Vithoba at Pandharpur.
a1a79c315b7bfef9263aa07499d99270	Zunism (disputedly Hindu)	Manipuri pre-Hindu tradition with supreme creator deity worship.
008e37bfdea847e0eccfe974c592a380	Syncretic Hinduism	Regional forms blending Hinduism with local traditions and beliefs.
b27a2981a59daeae814fce02418cca58	Banjara Hinduism	Nomadic community's traditions mixing mainstream and tribal elements.
ac12da997bb9413aca50a820c443ddd9	Bengali folk religion	Village practices blending Hinduism, Buddhism, and local cults.
3345db09759cf448a10115c841780f8f	Baul	Syncretic mystic tradition rejecting caste through music and wandering.
acc92dcec8834c8fd906da16aac66f14	Kartabhaja	Bengali tantric sect teaching equality and esoteric practices.
b2cd5cecc95649d05ab5fc153001b0be	Matuaism	Lower-caste Bengali movement following Harichand Thakur's teachings.
fc5ccc3113e1e9f802a4596c99f18678	Bhil Hinduism	Tribal adaptation blending Hinduism with indigenous animism.
8f52a53c51aec7f32e09d340e1eaff93	Folk Hinduism	Village-level practices mixing elite Hinduism with local customs.
f12b6e67de7b71eeebbc2f138933e5b4	Dyaoism	Tribal religion worshiping sky god with shamanic practices.
1ab5e9ef17539652b74f5e447e48cd50	Indonesian Hinduism	Southeast Asian forms adapted to local culture and politics.
c08e13a88d296925801f408127669d74	Balinese Hinduism	Unique Indonesian blend with ancestor worship and local deities.
fd92b8802283edbf3bd4e30446b11e9c	Javanese Hinduism	Historical Indonesian form influencing culture and arts.
056c16d6ab686c252460ac6fbf1c060a	Tenggerese Hinduism	East Javan tradition maintaining pre-Islamic Hindu practices.
f57c6b1bbf11d56188a4d6e3b16776aa	Kaharingan	Dayak indigenous religion officially recognized as Hindu variant.
8a42bd4fc8a45d394077bec364ac2974	Naurus	Timorese animist tradition classified under Hindu umbrella.
829c5133ab28ffdbe0acaf13fefe40d4	Nuaulu religion	Seram island tradition with Hindu-influenced cosmology.
9ec35d1852ba01bec227a4fe834035af	Jainism	Ancient ascetic tradition teaching non-violence and soul liberation.
464b845a6034024644d9f6b83092e0af	Digambara	"Sky-clad" monks practicing nudity and strict renunciation.
